Episode_Number,person_scene,Line_Count,Total_Lines,Line_Percentage
177,Howard,30.0,226.0,13.274336283185843
177,Bernadette,20.0,226.0,8.849557522123893
177,Amy,28.0,226.0,12.389380530973451
177,Stuart,9.0,226.0,3.982300884955752
178,Leonard,48.0,191.0,25.13089005235602
178,Sheldon,57.0,191.0,29.84293193717277
178,Penny,15.0,191.0,7.853403141361256
178,Raj,11.0,191.0,5.7591623036649215
178,Howard,23.0,191.0,12.041884816753926
178,Bernadette,22.0,191.0,11.518324607329843
178,Amy,15.0,191.0,7.853403141361256
178,Stuart,0.0,0.0,0.0
179,Leonard,40.0,185.0,21.62162162162162
179,Sheldon,35.0,185.0,18.91891891891892
179,Penny,29.0,185.0,15.675675675675677
179,Raj,18.0,185.0,9.72972972972973
179,Howard,25.0,185.0,13.513513513513514
179,Bernadette,11.0,185.0,5.9459459459459465
179,Amy,27.0,185.0,14.594594594594595
179,Stuart,0.0,0.0,0.0
180,Leonard,44.0,214.0,20.5607476635514
180,Sheldon,44.0,214.0,20.5607476635514
180,Penny,29.0,214.0,13.551401869158877
180,Raj,45.0,214.0,21.02803738317757
180,Howard,32.0,214.0,14.953271028037381
180,Bernadette,18.0,214.0,8.411214953271028
180,Amy,2.0,214.0,0.9345794392523363
180,Stuart,0.0,0.0,0.0
181,Leonard,30.0,185.0,16.216216216216218
181,Sheldon,40.0,185.0,21.62162162162162
181,Penny,28.0,185.0,15.135135135135137
181,Raj,33.0,185.0,17.83783783783784
181,Howard,43.0,185.0,23.243243243243246
181,Bernadette,8.0,185.0,4.324324324324325
181,Amy,3.0,185.0,1.6216216216216217
181,Stuart,0.0,0.0,0.0
182,Leonard,35.0,125.0,28.000000000000004
182,Sheldon,35.0,125.0,28.000000000000004
182,Penny,22.0,125.0,17.599999999999998
182,Raj,7.0,125.0,5.6000000000000005
182,Howard,9.0,125.0,7.199999999999999
182,Bernadette,6.0,125.0,4.8
182,Amy,4.0,125.0,3.2
182,Stuart,7.0,125.0,5.6000000000000005
183,Leonard,54.0,246.0,21.951219512195124
183,Sheldon,45.0,246.0,18.29268292682927
183,Penny,67.0,246.0,27.235772357723576
183,Raj,20.0,246.0,8.130081300813007
183,Howard,20.0,246.0,8.130081300813007
183,Bernadette,19.0,246.0,7.723577235772358
183,Amy,11.0,246.0,4.471544715447155
183,Stuart,10.0,246.0,4.0650406504065035
184,Leonard,56.0,233.0,24.034334763948497
184,Sheldon,61.0,233.0,26.180257510729614
184,Penny,58.0,233.0,24.892703862660944
184,Raj,5.0,233.0,2.1459227467811157
184,Howard,9.0,233.0,3.862660944206009
184,Bernadette,12.0,233.0,5.150214592274678
184,Amy,24.0,233.0,10.300429184549357
184,Stuart,8.0,233.0,3.4334763948497855
185,Leonard,55.0,188.0,29.25531914893617
185,Sheldon,39.0,188.0,20.74468085106383
185,Penny,34.0,188.0,18.085106382978726
185,Raj,14.0,188.0,7.446808510638298
185,Howard,16.0,188.0,8.51063829787234
185,Bernadette,9.0,188.0,4.787234042553192
185,Amy,21.0,188.0,11.170212765957446
185,Stuart,0.0,0.0,0.0
186,Leonard,27.0,219.0,12.32876712328767
186,Sheldon,37.0,219.0,16.894977168949772
186,Penny,53.0,219.0,24.200913242009133
186,Raj,23.0,219.0,10.50228310502283
186,Howard,29.0,219.0,13.24200913242009
186,Bernadette,24.0,219.0,10.95890410958904
186,Amy,26.0,219.0,11.87214611872146
186,Stuart,0.0,0.0,0.0
187,Leonard,21.0,172.0,12.209302325581394
187,Sheldon,40.0,172.0,23.25581395348837
187,Penny,21.0,172.0,12.209302325581394
187,Raj,33.0,172.0,19.186046511627907
187,Howard,26.0,172.0,15.11627906976744
187,Bernadette,12.0,172.0,6.976744186046512
187,Amy,7.0,172.0,4.069767441860465
187,Stuart,12.0,172.0,6.976744186046512
188,Leonard,32.0,181.0,17.67955801104972
188,Sheldon,51.0,181.0,28.176795580110497
188,Penny,16.0,181.0,8.83977900552486
188,Raj,13.0,181.0,7.18232044198895
188,Howard,17.0,181.0,9.392265193370166
188,Bernadette,15.0,181.0,8.287292817679557
188,Amy,21.0,181.0,11.602209944751381
188,Stuart,16.0,181.0,8.83977900552486
189,Leonard,62.0,211.0,29.383886255924168
189,Sheldon,67.0,211.0,31.753554502369667
189,Penny,21.0,211.0,9.95260663507109
189,Raj,12.0,211.0,5.687203791469194
189,Howard,11.0,211.0,5.213270142180095
189,Bernadette,16.0,211.0,7.5829383886255926
189,Amy,12.0,211.0,5.687203791469194
189,Stuart,10.0,211.0,4.739336492890995
190,Leonard,25.0,164.0,15.24390243902439
190,Sheldon,42.0,164.0,25.609756097560975
190,Penny,27.0,164.0,16.463414634146343
190,Raj,12.0,164.0,7.317073170731707
190,Howard,33.0,164.0,20.121951219512198
190,Bernadette,25.0,164.0,15.24390243902439
190,Amy,0.0,0.0,0.0
190,Stuart,0.0,0.0,0.0
191,Leonard,22.0,193.0,11.398963730569948
191,Sheldon,37.0,193.0,19.170984455958546
191,Penny,33.0,193.0,17.098445595854923
191,Raj,22.0,193.0,11.398963730569948
191,Howard,23.0,193.0,11.917098445595855
191,Bernadette,23.0,193.0,11.917098445595855
191,Amy,33.0,193.0,17.098445595854923
191,Stuart,0.0,0.0,0.0
192,Leonard,35.0,205.0,17.073170731707318
192,Sheldon,46.0,205.0,22.439024390243905
192,Penny,34.0,205.0,16.585365853658537
192,Raj,11.0,205.0,5.365853658536586
192,Howard,27.0,205.0,13.170731707317074
192,Bernadette,12.0,205.0,5.853658536585367
192,Amy,40.0,205.0,19.51219512195122
192,Stuart,0.0,0.0,0.0
193,Leonard,25.0,171.0,14.619883040935672
193,Sheldon,31.0,171.0,18.128654970760234
193,Penny,19.0,171.0,11.11111111111111
193,Raj,27.0,171.0,15.789473684210526
193,Howard,28.0,171.0,16.374269005847953
193,Bernadette,12.0,171.0,7.017543859649122
193,Amy,29.0,171.0,16.95906432748538
193,Stuart,0.0,0.0,0.0
194,Leonard,22.0,188.0,11.702127659574469
194,Sheldon,66.0,188.0,35.1063829787234
194,Penny,23.0,188.0,12.23404255319149
194,Raj,15.0,188.0,7.9787234042553195
194,Howard,14.0,188.0,7.446808510638298
194,Bernadette,15.0,188.0,7.9787234042553195
194,Amy,31.0,188.0,16.48936170212766
194,Stuart,2.0,188.0,1.0638297872340425
195,Leonard,29.0,215.0,13.488372093023257
195,Sheldon,50.0,215.0,23.25581395348837
195,Penny,28.0,215.0,13.023255813953488
195,Raj,33.0,215.0,15.348837209302326
195,Howard,29.0,215.0,13.488372093023257
195,Bernadette,23.0,215.0,10.69767441860465
195,Amy,9.0,215.0,4.186046511627907
195,Stuart,14.0,215.0,6.511627906976744
196,Leonard,35.0,202.0,17.326732673267326
196,Sheldon,77.0,202.0,38.11881188118812
196,Penny,22.0,202.0,10.891089108910892
196,Raj,21.0,202.0,10.396039603960396
196,Howard,14.0,202.0,6.9306930693069315
196,Bernadette,9.0,202.0,4.455445544554455
196,Amy,15.0,202.0,7.425742574257425
196,Stuart,9.0,202.0,4.455445544554455
197,Leonard,16.0,183.0,8.743169398907105
197,Sheldon,47.0,183.0,25.683060109289617
197,Penny,17.0,183.0,9.289617486338798
197,Raj,38.0,183.0,20.76502732240437
197,Howard,22.0,183.0,12.021857923497267
197,Bernadette,12.0,183.0,6.557377049180328
197,Amy,31.0,183.0,16.939890710382514
197,Stuart,0.0,0.0,0.0
198,Leonard,38.0,198.0,19.19191919191919
198,Sheldon,28.0,198.0,14.14141414141414
198,Penny,35.0,198.0,17.67676767676768
198,Raj,19.0,198.0,9.595959595959595
198,Howard,27.0,198.0,13.636363636363635
198,Bernadette,20.0,198.0,10.1010101010101
198,Amy,31.0,198.0,15.656565656565657
198,Stuart,0.0,0.0,0.0
199,Leonard,34.0,202.0,16.831683168316832
199,Sheldon,29.0,202.0,14.356435643564355
199,Penny,26.0,202.0,12.871287128712872
199,Raj,20.0,202.0,9.900990099009901
199,Howard,40.0,202.0,19.801980198019802
199,Bernadette,34.0,202.0,16.831683168316832
199,Amy,19.0,202.0,9.405940594059405
199,Stuart,0.0,0.0,0.0
200,Leonard,32.0,150.0,21.333333333333336
200,Sheldon,42.0,150.0,28.000000000000004
200,Penny,24.0,150.0,16.0
200,Raj,9.0,150.0,6.0
200,Howard,8.0,150.0,5.333333333333334
200,Bernadette,5.0,150.0,3.3333333333333335
200,Amy,23.0,150.0,15.333333333333332
200,Stuart,7.0,150.0,4.666666666666667
201,Leonard,25.0,198.0,12.626262626262626
201,Sheldon,34.0,198.0,17.17171717171717
201,Penny,22.0,198.0,11.11111111111111
201,Raj,40.0,198.0,20.2020202020202
201,Howard,37.0,198.0,18.68686868686869
201,Bernadette,24.0,198.0,12.121212121212121
201,Amy,16.0,198.0,8.080808080808081
201,Stuart,0.0,0.0,0.0
202,Leonard,31.0,232.0,13.36206896551724
202,Sheldon,60.0,232.0,25.862068965517242
202,Penny,29.0,232.0,12.5
202,Raj,15.0,232.0,6.4655172413793105
202,Howard,23.0,232.0,9.913793103448276
202,Bernadette,16.0,232.0,6.896551724137931
202,Amy,58.0,232.0,25.0
202,Stuart,0.0,0.0,0.0
203,Leonard,46.0,238.0,19.327731092436977
203,Sheldon,39.0,238.0,16.386554621848738
203,Penny,48.0,238.0,20.168067226890756
203,Raj,17.0,238.0,7.142857142857142
203,Howard,36.0,238.0,15.126050420168067
203,Bernadette,28.0,238.0,11.76470588235294
203,Amy,24.0,238.0,10.084033613445378
203,Stuart,0.0,0.0,0.0
204,Leonard,58.0,232.0,25.0
204,Sheldon,45.0,232.0,19.396551724137932
204,Penny,26.0,232.0,11.206896551724139
204,Raj,29.0,232.0,12.5
204,Howard,34.0,232.0,14.655172413793101
204,Bernadette,7.0,232.0,3.0172413793103448
204,Amy,18.0,232.0,7.758620689655173
204,Stuart,15.0,232.0,6.4655172413793105
205,Leonard,43.0,231.0,18.614718614718615
205,Sheldon,52.0,231.0,22.51082251082251
205,Penny,24.0,231.0,10.38961038961039
205,Raj,29.0,231.0,12.554112554112553
205,Howard,31.0,231.0,13.41991341991342
205,Bernadette,30.0,231.0,12.987012987012985
205,Amy,22.0,231.0,9.523809523809524
205,Stuart,0.0,0.0,0.0
206,Leonard,31.0,187.0,16.577540106951872
206,Sheldon,52.0,187.0,27.807486631016044
206,Penny,37.0,187.0,19.786096256684495
206,Raj,8.0,187.0,4.27807486631016
206,Howard,13.0,187.0,6.951871657754011
206,Bernadette,9.0,187.0,4.81283422459893
206,Amy,17.0,187.0,9.090909090909092
206,Stuart,20.0,187.0,10.695187165775401
207,Leonard,41.0,176.0,23.295454545454543
207,Sheldon,26.0,176.0,14.772727272727273
207,Penny,39.0,176.0,22.15909090909091
207,Raj,18.0,176.0,10.227272727272728
207,Howard,22.0,176.0,12.5
207,Bernadette,11.0,176.0,6.25
207,Amy,19.0,176.0,10.795454545454545
207,Stuart,0.0,0.0,0.0
208,Leonard,27.0,152.0,17.763157894736842
208,Sheldon,38.0,152.0,25.0
208,Penny,26.0,152.0,17.105263157894736
208,Raj,20.0,152.0,13.157894736842104
208,Howard,15.0,152.0,9.868421052631579
208,Bernadette,12.0,152.0,7.894736842105263
208,Amy,8.0,152.0,5.263157894736842
208,Stuart,6.0,152.0,3.9473684210526314
209,Leonard,32.0,213.0,15.023474178403756
209,Sheldon,38.0,213.0,17.84037558685446
209,Penny,38.0,213.0,17.84037558685446
209,Raj,16.0,213.0,7.511737089201878
209,Howard,33.0,213.0,15.492957746478872
209,Bernadette,37.0,213.0,17.370892018779344
209,Amy,19.0,213.0,8.92018779342723
209,Stuart,0.0,0.0,0.0
210,Leonard,36.0,205.0,17.560975609756095
210,Sheldon,45.0,205.0,21.951219512195124
210,Penny,22.0,205.0,10.731707317073171
210,Raj,33.0,205.0,16.097560975609756
210,Howard,23.0,205.0,11.219512195121952
210,Bernadette,30.0,205.0,14.634146341463413
210,Amy,16.0,205.0,7.804878048780488
210,Stuart,0.0,0.0,0.0
211,Leonard,31.0,232.0,13.36206896551724
211,Sheldon,64.0,232.0,27.586206896551722
211,Penny,39.0,232.0,16.810344827586206
211,Raj,12.0,232.0,5.172413793103448
211,Howard,16.0,232.0,6.896551724137931
211,Bernadette,15.0,232.0,6.4655172413793105
211,Amy,55.0,232.0,23.70689655172414
211,Stuart,0.0,0.0,0.0
212,Leonard,28.0,226.0,12.389380530973451
212,Sheldon,37.0,226.0,16.371681415929203
212,Penny,43.0,226.0,19.02654867256637
212,Raj,21.0,226.0,9.29203539823009
212,Howard,27.0,226.0,11.946902654867257
212,Bernadette,24.0,226.0,10.619469026548673
212,Amy,25.0,226.0,11.061946902654867
212,Stuart,21.0,226.0,9.29203539823009
213,Leonard,33.0,202.0,16.33663366336634
213,Sheldon,32.0,202.0,15.841584158415841
213,Penny,38.0,202.0,18.81188118811881
213,Raj,11.0,202.0,5.445544554455446
213,Howard,27.0,202.0,13.366336633663368
213,Bernadette,21.0,202.0,10.396039603960396
213,Amy,22.0,202.0,10.891089108910892
213,Stuart,18.0,202.0,8.91089108910891
214,Leonard,47.0,236.0,19.915254237288135
214,Sheldon,69.0,236.0,29.23728813559322
214,Penny,36.0,236.0,15.254237288135593
214,Raj,10.0,236.0,4.23728813559322
214,Howard,17.0,236.0,7.203389830508475
214,Bernadette,5.0,236.0,2.11864406779661
214,Amy,52.0,236.0,22.033898305084744
214,Stuart,0.0,0.0,0.0
215,Leonard,10.0,169.0,5.9171597633136095
215,Sheldon,39.0,169.0,23.076923076923077
215,Penny,12.0,169.0,7.100591715976331
215,Raj,54.0,169.0,31.952662721893493
215,Howard,9.0,169.0,5.325443786982249
215,Bernadette,7.0,169.0,4.142011834319527
215,Amy,38.0,169.0,22.485207100591715
215,Stuart,0.0,0.0,0.0
216,Leonard,37.0,179.0,20.670391061452513
216,Sheldon,55.0,179.0,30.726256983240223
216,Penny,18.0,179.0,10.05586592178771
216,Raj,13.0,179.0,7.262569832402235
216,Howard,26.0,179.0,14.52513966480447
216,Bernadette,11.0,179.0,6.145251396648044
216,Amy,19.0,179.0,10.614525139664805
216,Stuart,0.0,0.0,0.0
217,Leonard,44.0,228.0,19.298245614035086
217,Sheldon,47.0,228.0,20.614035087719298
217,Penny,25.0,228.0,10.964912280701753
217,Raj,21.0,228.0,9.210526315789473
217,Howard,15.0,228.0,6.578947368421052
217,Bernadette,23.0,228.0,10.087719298245613
217,Amy,17.0,228.0,7.456140350877193
217,Stuart,36.0,228.0,15.789473684210526
218,Leonard,17.0,217.0,7.834101382488479
218,Sheldon,38.0,217.0,17.51152073732719
218,Penny,26.0,217.0,11.981566820276496
218,Raj,29.0,217.0,13.36405529953917
218,Howard,28.0,217.0,12.903225806451612
218,Bernadette,18.0,217.0,8.294930875576037
218,Amy,45.0,217.0,20.737327188940093
218,Stuart,16.0,217.0,7.373271889400922
219,Leonard,30.0,216.0,13.88888888888889
219,Sheldon,49.0,216.0,22.685185185185187
219,Penny,37.0,216.0,17.12962962962963
219,Raj,8.0,216.0,3.7037037037037033
219,Howard,24.0,216.0,11.11111111111111
219,Bernadette,29.0,216.0,13.425925925925927
219,Amy,35.0,216.0,16.203703703703702
219,Stuart,4.0,216.0,1.8518518518518516
220,Leonard,51.0,196.0,26.02040816326531
220,Sheldon,44.0,196.0,22.448979591836736
220,Penny,39.0,196.0,19.897959183673468
220,Raj,15.0,196.0,7.653061224489796
220,Howard,18.0,196.0,9.183673469387756
220,Bernadette,6.0,196.0,3.061224489795918
220,Amy,23.0,196.0,11.73469387755102
220,Stuart,0.0,0.0,0.0
221,Leonard,40.0,238.0,16.80672268907563
221,Sheldon,56.0,238.0,23.52941176470588
221,Penny,30.0,238.0,12.605042016806722
221,Raj,45.0,238.0,18.907563025210084
221,Howard,35.0,238.0,14.705882352941178
221,Bernadette,10.0,238.0,4.201680672268908
221,Amy,22.0,238.0,9.243697478991598
221,Stuart,0.0,0.0,0.0
222,Leonard,38.0,206.0,18.446601941747574
222,Sheldon,34.0,206.0,16.50485436893204
222,Penny,21.0,206.0,10.194174757281553
222,Raj,21.0,206.0,10.194174757281553
222,Howard,30.0,206.0,14.563106796116504
222,Bernadette,24.0,206.0,11.650485436893204
222,Amy,27.0,206.0,13.106796116504855
222,Stuart,11.0,206.0,5.339805825242718
223,Leonard,21.0,190.0,11.052631578947368
223,Sheldon,48.0,190.0,25.263157894736842
223,Penny,19.0,190.0,10.0
223,Raj,37.0,190.0,19.473684210526315
223,Howard,16.0,190.0,8.421052631578947
223,Bernadette,10.0,190.0,5.263157894736842
223,Amy,39.0,190.0,20.526315789473685
223,Stuart,0.0,0.0,0.0
224,Leonard,41.0,243.0,16.872427983539097
224,Sheldon,42.0,243.0,17.28395061728395
224,Penny,39.0,243.0,16.049382716049383
224,Raj,28.0,243.0,11.522633744855968
224,Howard,32.0,243.0,13.168724279835391
224,Bernadette,25.0,243.0,10.2880658436214
224,Amy,26.0,243.0,10.699588477366255
224,Stuart,10.0,243.0,4.11522633744856
225,Leonard,29.0,221.0,13.122171945701359
225,Sheldon,46.0,221.0,20.81447963800905
225,Penny,29.0,221.0,13.122171945701359
225,Raj,40.0,221.0,18.099547511312217
225,Howard,22.0,221.0,9.95475113122172
225,Bernadette,12.0,221.0,5.429864253393665
225,Amy,29.0,221.0,13.122171945701359
225,Stuart,14.0,221.0,6.334841628959276
226,Leonard,33.0,188.0,17.5531914893617
226,Sheldon,45.0,188.0,23.93617021276596
226,Penny,25.0,188.0,13.297872340425531
226,Raj,28.0,188.0,14.893617021276595
226,Howard,10.0,188.0,5.319148936170213
226,Bernadette,9.0,188.0,4.787234042553192
226,Amy,38.0,188.0,20.212765957446805
226,Stuart,0.0,0.0,0.0
227,Leonard,20.0,226.0,8.849557522123893
227,Sheldon,59.0,226.0,26.10619469026549
227,Penny,19.0,226.0,8.4070796460177
227,Raj,17.0,226.0,7.52212389380531
227,Howard,36.0,226.0,15.929203539823009
227,Bernadette,30.0,226.0,13.274336283185843
227,Amy,22.0,226.0,9.734513274336283
227,Stuart,23.0,226.0,10.176991150442479
228,Leonard,22.0,181.0,12.154696132596685
228,Sheldon,40.0,181.0,22.099447513812155
228,Penny,14.0,181.0,7.734806629834254
228,Raj,18.0,181.0,9.94475138121547
228,Howard,28.0,181.0,15.469613259668508
228,Bernadette,20.0,181.0,11.049723756906078
228,Amy,21.0,181.0,11.602209944751381
228,Stuart,18.0,181.0,9.94475138121547
229,Leonard,40.0,219.0,18.2648401826484
229,Sheldon,44.0,219.0,20.091324200913242
229,Penny,42.0,219.0,19.17808219178082
229,Raj,15.0,219.0,6.8493150684931505
229,Howard,31.0,219.0,14.15525114155251
229,Bernadette,22.0,219.0,10.045662100456621
229,Amy,25.0,219.0,11.415525114155251
229,Stuart,0.0,0.0,0.0
230,Leonard,24.0,222.0,10.81081081081081
230,Sheldon,53.0,222.0,23.873873873873876
230,Penny,25.0,222.0,11.26126126126126
230,Raj,17.0,222.0,7.657657657657657
230,Howard,24.0,222.0,10.81081081081081
230,Bernadette,26.0,222.0,11.711711711711711
230,Amy,53.0,222.0,23.873873873873876
230,Stuart,0.0,0.0,0.0
231,Leonard,23.0,197.0,11.6751269035533
231,Sheldon,55.0,197.0,27.918781725888326
231,Penny,32.0,197.0,16.243654822335024
231,Raj,25.0,197.0,12.690355329949238
231,Howard,14.0,197.0,7.1065989847715745
231,Bernadette,16.0,197.0,8.121827411167512
231,Amy,28.0,197.0,14.213197969543149
231,Stuart,4.0,197.0,2.030456852791878
